Company,Latitude,Longitude,Employees,Annual Sales,Year Established,Business Description,Brand Names,Primary SIC Code,Primary SIC Code Description,NAICS Code,NAICS Code Description
"3D Printing Ally, LLC",44.963895,-92.740589,3,"$700,000 (est)",2013,"Standard, engineering-grade & high-performance thermoplastics 3D printing",,3089,Plastic products,326199,All Other Plastics Product Manufacturing
"5 Loaves, LLC",44.058701,-90.771076,3,$1.2Mil (est),1938,"Solvent & rust preventing oil for firearms, sporting goods & tools",Rusteprufe,2992,Lubricating oils and greases,324191,Petroleum Lubricating Oil and Grease Manufacturing
"5K Pattern, LLC",42.75798,-88.00814,3,"under $500,000",1991,"Wood, metal & plastic patterns for the foundry industry",,3543,Patterns-industrial,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
A & T Industries,45.437726,-91.828658,3,"under $500,000",1983,"Medals, trophies, awards & textile screen printing & laser engraving",,2396,Automotive and apparel trimmings,323113,Commercial Screen Printing
A & W Maple Crest,43.436597,-90.397183,3,"under $500,000",1971,Maple syrup,A & W Maple Crest,2087,Flavoring extracts and syrups,311900,Other Food Manufacturing
Abbott Company,43.007514,-88.205362,3,$1Mil-$2.5Mil,1923,"Distributor of industrial marking/coding, labeling & packaging equipment, including industrial inkjet printers, label applicators, print & apply labelers, tabletop bar code printers, TTO printers, case sealers, conveyors, shrink sleeves & L-sealers","FoxJet, Linx, Squid Ink, Eastey, Reiner, JetStamp, MSSC, SmartJet, Marsh, Take-A-Label, QM7500, FlexPackPRO, HP, Zebra, Sato, Honeywell, Datamax, Eastey, AFM",5084,Industrial machinery and equipment,423830,Industrial Machinery and Equipment Merchant Wholesalers
"Absolutely Fresh, LLC",46.691036,-92.106033,3,"$50,000 ",2020,Commercial & residential cleaning services,,7349,Building maintenance services,561720,Janitorial Services
Accu-Grafix,44.575707,-87.892177,3,"under $500,000",1992,Screen printing & embroidery of advertising specialties & promotional products,,2396,Automotive and apparel trimmings,323113,Commercial Screen Printing
"Accurate Printing Co., Inc.",42.573882,-87.853298,3,"over $300,000",1962,Commercial & digital printing,,2759,Printing-commercial,323111,Commercial Printing (except Screen and Books)
"A-Chem, LLC",43.188162,-88.106914,3,$1Mil-$2.5Mil,2016,"Industrial chemicals, amines, benzyl chlorides, carboxylic acids & nitriles for the biomedical, pharmaceutical & agricultural industries",,2869,Chemicals-industrial organic,325199,All Other Basic Organic Chemical Manufacturing
"ACTRA Rehabilitation Assocs., Inc.",42.569696,-87.886506,3,"$700,000 (est)",2004,Orthotics & prosthetics,,3842,Surgical appliances and supplies,339113,Surgical Appliance and Supplies Manufacturing
Advance Name Plate & Badge Co.,42.973716,-88.229802,3,"under $500,000",1988,"Photo identification badges, equipment identification plates & decals, nameplates, signs & cast plaques for small local firms & national companies, including vinyl lettering & stainless steel engraving",,3479,Metal coating and allied services,326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing"
"Advantage Copying Printing, LLC",42.980933,-90.118473,3,under $1Mil,1998,Commercial & instant printing,,2759,Printing-commercial,323111,Commercial Printing (except Screen and Books)
AFK Corp.,43.858913,-88.822388,3,"$500,000 (est)",1998,CNC machine parts & assembly,,3599,Industrial machinery,332710,Machine Shops
"Alchemy Screw Machine & Gear, LLC",44.234465,-87.514372,3,"under $500,000",1996,Screw machine products,,3451,Screw machine products,332721,Precision Turned Product Manufacturing
All Sport Trophy & Engraving,44.172752,-88.464755,3,"$500,000-$1Mil",2018,Trophy engraving,,3479,Metal coating and allied services,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
All Star Screen Printers,43.023451,-87.930663,3,"under $500,000",1981,Textile screen printing,,2396,Automotive and apparel trimmings,323111,Commercial Printing (except Screen and Books)
Allegra,43.076135,-89.385352,3,"under $500,000",1984,Commercial & instant printing,,2759,Printing-commercial,323111,Commercial Printing (except Screen and Books)
"Amchel Tool & Design, LLC",42.975233,-88.232725,3,"$500,000 (est)",,"Wooden, metal & plastic patterns",,3543,Patterns-industrial,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
"AMECO Company, LLC",43.233379,-88.189979,3,$3Mil-$5Mil,1975,"Machine loading & press automation systems, including general assembly",,3535,Conveyors and conveying equipment,333922,Conveyor and Conveying Equipment Manufacturing
"American Welding & Gas, Inc.",44.506394,-89.568876,3,$1.3Mil (est),,"Distributor of welding equipment & supplies, including welding wire, specialty gases & propane",,5084,Industrial machinery and equipment,423830,Industrial Machinery and Equipment Merchant Wholesalers
Antigo Times Shopper,45.140245,-89.153493,3,"$500,000 (est)",2014,Weekly shopper newspaper publishing,,2741,Publishing-miscellaneous,511110,Newspaper Publishers
AOK Signs,43.192363,-88.722264,3,"under $500,000",1998,Interior & exterior signs & vinyl lettering,,3993,Signs and advertising specialties,339950,Sign Manufacturing
"Apex Embedded Systems, LLC",43.056871,-89.327195,3,under $1Mil,2000,"Rugged embedded printed circuit boards & data acquisition & value-added engineering services for aerospace, scientific, communications & mission critical applications & the military",,3672,Printed circuit boards,334412,Bare Printed Circuit Board Manufacturing
"APH Stores, Incorporated",46.579795,-90.907587,3,"$800,000 (est)",1969,"Wholesaler of automotive parts & body shop supplies, including adhesives, sealants, cleaners, removers, conditioners, lubricants, greases, paint, hardware, fuses & hand tools",,5013,Motor vehicle supplies and new parts,332912,Fluid Power Valve and Hose Fitting Manufacturing
"Aqua Cir-Clean, Inc.",44.676236,-88.236224,3,$2.6Mil-$5Mil,1989,Agricultural watering systems & purification equipment,,3523,Farm machinery and equipment,333111,Farm Machinery and Equipment Manufacturing
Area Signs,45.255042,-91.721902,3,"under $500,000",1996,"Interior & exterior signs, including channel letters, neon & digital printing",,3993,Signs and advertising specialties,339950,Sign Manufacturing
"Aribos Sealcoat Manufacturing & Supply, Inc.",44.025612,-90.075073,3,"$500,000-$1Mil",2019,Asphalt sealcoating mixtures,Pitch Black® Asphalt Emulsion,2951,Asphalt paving mixtures and blocks,324121,Asphalt Paving Mixture and Block Manufacturing
"Artsource, Inc.",43.151113,-89.409732,3,$1Mil-$5Mil,1981,"Wholesaler of framed artwork, prints, posters, prints & picture frames",,5099,Durable goods,423420,Office Equipment Merchant Wholesalers
"Auto-Hoe II, Inc.",44.416245,-88.093753,3,"under $500,000",1949,Welding job shop,,3599,Industrial machinery,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
Automated Logic Corp. Wisconsin,43.053051,-89.307382,3,"$900,000 (est)",2001,Building automation & building control software development & systems integration for the HVAC industry,"Energy Reports™, Environmental Index™, WebCTRL®, EIKON®-LogicBuilder, SuperVision®",7372,Prepackaged software,541512,Computer Systems Design Services
Automation Nation,43.386349,-87.902374,3,"$500,000-$1Mil",1991,Process & automation controls for the water & food industries,,3625,Relays and industrial controls,335314,Relay and Industrial Control Manufacturing
Automotive Specialties,44.156619,-88.544144,3,"under $500,000",1980,Rebuilt automotive engine parts,,3519,Engines-internal combustion,336312,Gasoline Engine and Internal Combustion Engine Parts Manufacturing
Awesome Graphics,43.200328,-88.143093,3,"under $500,000",1998,Ornamental metal & nonelectric signs & vehicle graphics,,3446,Architectural metal work,332323,Ornamental and Architectural Metal Work Manufacturing
"B & B Racing Engines, LLC",44.242536,-88.485555,3,"under $500,000",1972,Race car engines,,3519,Engines-internal combustion,336312,Gasoline Engine and Engine Parts Manufacturing
"B & H Supply, Inc.",42.936967,-87.882916,3,"under $500,000",1968,Wire rope & cable assemblies,,3496,Wire products-misc. fabricated,332618,Other Fabricated Wire Product Manufacturing
"B & N Trucking, LLC",43.120372,-88.074736,3,"$800,000 (est)",,Local trucking services,,4212,"Local trucking, without storage",484110,"General Freight Trucking, Local"
"Badger Spray Repair, LLC",43.030551,-89.462278,3,"$500,000-$1Mil",1963,Custom trailer-mounted & hot & cold high pressure cleaning systems & steam cleaners,"HYDRO-TEK, MI-T-M, PRESSURE PRO, GRACO TITAN, TAPETECH, DRYWALL MASTER, ROLAIR",3559,Machinery-special industry,333318,Other Commercial and Service Industry Machinery Manufacturing
"Baker Tool, Inc.",42.596422,-87.843476,3,"under $500,000",1988,Machining job shop,,3599,Industrial machinery,332710,Machine Shops
"Baldwin Machine & Fab, LLC",44.966027,-92.370413,3,"under $500,000",2000,General & CNC machining & welding job shop,,3599,Industrial machinery,332710,Machine Shops
"Barber Graphix, Inc.",43.804519,-88.492555,3,"under $500,000",1984,"Signs, vehicle graphics, decals & lettering, including pinstriping, vintage, painted & vinyl custom painting for motorcycles & race cars, wraps, digital printing & wood & metal signs",,3993,Signs and advertising specialties,339950,Sign Manufacturing
"Barker's Sandblasting & Painting, LLC",44.197319,-88.509556,3,"under $500,000",1980,"Industrial & commercial sandblasting, painting & welding for recreational trailer restoration, large fleet & agriculture machines & cement trucks",,3471,Plating and polishing,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring"
"Barkley's Print Shop, Inc.",42.735306,-87.828156,3,"under $500,000",1975,Commercial printing & electronic prepress,,2759,Printing-commercial,323120,Support Activities for Printing
Bay Speed Center,44.398854,-88.133609,3,under $1Mil,1971,Rebuilt automobile engines & chassis,,3714,Motor vehicle parts and accessories,336312,Motor Vehicle Engine Manufacturing
Bay View Printing Co.,42.995491,-87.904005,3,"$500,000 (est)",1917,Letterpress printing,,2759,Printing-commercial,323120,Support Activities for Printing
BCR Engines,44.277589,-89.770014,3,"under $500,000",1985,Rebuilt car & truck engines,,3519,Engines-internal combustion,336312,Gasoline Engine and Engine Parts Manufacturing
"BDR Sound Enhancement Equipment, LLC",43.034835,-88.0186,3,"under $500,000",1991,Stereo isolation equipment & vibration control products,,3651,Audio and video equipment-household,334310,Audio and Video Equipment Manufacturing
"Better Bidders, Inc.",43.209756,-87.983844,3,"under $500,000",2003,Plastic bidding paddles,,3089,Plastic products,326199,All Other Plastics Product Manufacturing
"Bionic Prosthetic & Orthotics Group, LLC",43.067441,-89.524963,3,"$500,000-$1Mil",2000,"Custom prepreg carbon fiber/composite artificial limbs, orthopedic braces & industrial prosthetics",,3842,Surgical appliances and supplies,339113,Surgical Appliance and Supplies Manufacturing
"Birnberg Machinery, Inc.",42.529522,-87.81397,3,"$500,000-$1Mil",1966,"Distributor of packaging machinery, including bag sealers, drop sealers, vacuum sealers & plastic bag sealers","Pacemaker, Audion, Tridyne, Emplex, Plexpack, Clamco, Promarks",5084,Industrial machinery and equipment,423830,Industrial Machinery and Equipment Merchant Wholesalers
"Blackberry Ridge Woolen Mill, LLC",43.063144,-89.758486,3,"under $500,000",1988,"Wool processing & natural fiber spun, dyed & hand-painted knitting yarns for hand knitters, including custom carding & spinning & knitting kits & patterns",,2281,Yarn spinning mills,313110,"Fiber, Yarn, and Thread Mills"
Bloomer Advance,45.101259,-91.488028,3,"under $500,000",1886,Print & online newspaper publishing,,2711,Newspapers,323111,Commercial Printing (except Screen and Books)
Bluhaz CNC,43.123281,-88.092935,3,$1Mil-$2.5Mil,1998,CNC machining job shop,,3599,Industrial machinery,332710,Machine Shops
Boden Machining Service,42.972331,-89.029218,3,"$500,000 (est)",,CNC machining job shop,,3599,Industrial machinery,332710,Machine Shops
"Boll Manufacturing Co., Inc.",43.137507,-87.955475,3,"under $500,000",1979,Precision machining & welding job shop,,3599,Industrial machinery,332710,Machine Shops
"Boucher Trucking, Inc.",44.613488,-87.847056,3,"$800,000 (est)",,Over-the-road (OTR) truck hauling & refrigerated freight services,,4213,"Trucking, except local",484121,Long-Distance Truckload Freight Transportation
Brand & Design Co.,43.912307,-88.037784,3,"$500,000 (est)",2021,"Promotional item, apparel & textile screen printing & embroidery",,2759,Printing-commercial,323113,Commercial Screen Printing
"BRI'S Processing, LLC",44.971715,-91.742792,3,"$500,000-$1Mil",1964,Meat processing,,2011,Meat packing plants,311611,Animal (except Poultry) Slaughtering
"Brumar Cabinetry, Inc.",45.789333,-89.320854,3,"under $500,000",1981,Residential & commercial cabinets,,2434,Kitchen cabinets-wood,337110,Wood Kitchen Cabinet and Countertop Manufacturing
Brzezinski Racing Products,43.108297,-88.206428,3,"under $500,000",1980,Race car engine parts,,3519,Engines-internal combustion,336312,Gasoline Engine and Internal Combustion Engine Parts Manufacturing
"Budget Print, Inc.",43.193391,-88.720074,3,"under $500,000",1982,Commercial printing,,2759,Printing-commercial,323111,Commercial Printing (except Screen and Books)
Buffalo County News,44.567656,-91.67126,3,"$300,000 ",1875,Weekly newspaper publishing,,2711,Newspapers,513110,Newspaper Publishers
Burlington Products,42.689827,-88.235557,3,"under $500,000",1989,Washing-machine lint & hair traps & plastic housewares,Li'l Apple Drain Saver,3089,Plastic products,326199,All Other Plastics Product Manufacturing
"Burns' Lithographics, Inc.",43.060476,-87.992447,3,"under $500,000",1994,"Commercial & instant printing, including design & finishing",,2759,Printing-commercial,323111,Commercial Printing (except Screen and Books)
Butler Metal Finishing,43.106715,-88.067066,3,"under $500,000",2004,"Metal finishing, including black oxide finishing & anodizing",,3471,Plating and polishing,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring"
"C. A. Chandler Co., LLC",43.073217,-87.95136,3,"under $500,000",1991,Wooden kitchen cabinets,,2434,Kitchen cabinets-wood,337110,Wood Kitchen Cabinet and Countertop Manufacturing
Cabat Inc.,42.704487,-87.846369,3,"$500,000-$1Mil",1970,Overload release clutches & accessories,CABAT,3568,Power transmission equipment,333613,Mechanical Power Transmission Equipment Manufacturing
California Closets,43.075594,-89.442547,3,"$600,000 (est)",1981,Residential & commercial melamine closets,,2541,Partitions and fixtures-wood,337110,Wood Kitchen Cabinet and Countertop Manufacturing
"Canvas Products Of Eagle River, LLC",45.87926,-89.198611,3,"$500,000 (est)",2016,"Canvas products, including boat covers, awnings & porch curtains",,2394,Canvas and related products,314910,Textile Bag and Canvas Mills
Capital City Culvert Corp.,42.851619,-89.362906,3,"under $500,000",1984,Corrugated metal culvert pipes,,3444,Sheet metal work,332322,Sheet Metal Work Manufacturing
Carbogen Amcis North America,43.112173,-87.918478,3,$1.1Mil (est),2001,Distributor of pharmaceutical active ingredients for the drug manufacturing industry,,5122,"Drugs, proprietaries and sundries",325412,Pharmaceutical Preparation Manufacturing
"Cardboard Cutout Standees, Inc.",43.793943,-91.234776,3,$1.1Mil (est),2017,Life-size cardboard cutouts,,2631,Paperboard mills,322130,Paperboard Mills
Carreaux Du Nord,44.156921,-87.567785,3,"under $500,000",1995,Hand-crafted ceramic tiles,,3253,Ceramic wall and floor tile,327120,Clay Building Material and Refractories Manufacturing
"Carved Stone Creations, Inc.",44.467584,-88.086533,3,"$500,000 (est)",2003,"Custom carved architectural stone columns, flooring, fireplaces, staircases & fountains, including design services & installation",,3281,Cut stone and stone products,327991,Cut Stone and Stone Product Manufacturing
Cashton Record,43.744118,-90.779631,3,"under $500,000",1896,Newspaper publishing,,2711,Newspapers,513110,Newspaper Publishers
"Central Barrel & Drum Co., Inc.",43.939602,-88.594692,3,"$500,000-$1Mil",1950,"Reconditioned barrels & steel, plastic & fiber drums",,3412,"Barrels, drums and pails-metal",332439,Other Metal Container Manufacturing
"Central Heating, LLC",44.786592,-88.046911,3,"under $500,000",1976,"Rebuilt heating & air conditioning equipment, including air purifiers & distributor of new heating & air conditioning equipment, including installation & service",,3585,Refrigeration and heating equipment,333400,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing"
Central Ink Corp.,43.172537,-88.080826,3,$1.2Mil (est),1933,Printing inks,,2893,Ink-printing,325910,Printing Ink Manufacturing
"CFC Of Wisconsin, Inc.",44.484912,-87.925685,3,under $1Mil,1951,"Fried chicken & doughnut processing, breadings & mixes","CFC World famous chicken breading, Smokaroma Brand Smokers, Giles Equipment,  Hol-n-One Donut Mix, Instant Burger",2032,Canned specialties,311811,Retail Bakeries
"Charon Technologies, Inc.",42.730208,-87.796394,3,"under $500,000",1993,"CNC machining job shop, including short & long run production & prototypes",,3599,Industrial machinery,332710,Machine Shops
Chaseburg Farmers Union Co-Op Service,43.66244,-91.221086,3,"$500,000-$1Mil",1976,Manufacturer of fertilizers & animal feed & distributor of agricultural diesel fuel & machinery lubricant oil,"Cenex/LOL, Roadmaster XL, Hubbard, Westway, Crystalyx",2875,"Fertilizers, mixing only",325315,Compost Manufacturing
Cherryland's Best,44.298501,-88.324813,3,$1Mil-$2.5Mil,1999,Cherry processing,,2086,Bottled and canned soft drinks,312100,Beverage Manufacturing
"Christopherson Patterns, Inc.",44.926977,-91.386223,3,"$350,000 ",1972,"Wooden, urethane & metal patterns, including welding",,3543,Patterns-industrial,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
"Classic Boating Magazine, LLC",43.139391,-88.515892,3,"under $500,000",1984,Bimonthly vintage boating magazine publishing,Classic Boating,2721,Periodicals,513120,Periodical Publishers
Classic Enterprises,45.507763,-91.740481,3,"under $500,000",1982,Sheet-metal fabrication & automotive stamping,,3444,Sheet metal work,332322,Sheet Metal Work Manufacturing
"Combat Parts, Inc.",44.945998,-90.310866,3,over $1Mil,2002,Structural metal fabrication & precision & CNC machining & welding job shop,,3441,Structural metal-fabricated,332312,Fabricated Structural Metal Manufacturing
"Competition Cycle & Welding, Inc.",43.109715,-88.066287,3,"under $500,000",1967,Welding job shop,,3599,Industrial machinery,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
"Competition Specialists, Inc.",44.226057,-88.438468,3,"under $500,000",1981,Racing engines & components,,3519,Engines-internal combustion,336312,Gasoline Engine and Engine Parts Manufacturing
"Competitive Machining, Inc.",44.745058,-88.664156,3,"under $500,000",1982,CNC machining & hydraulic components,,3599,Industrial machinery,332912,Fluid Power Valve and Hose Fitting Manufacturing
"Composites One, LLC",44.427643,-88.058416,3,$1.6Mil (est),2001,"Distributor of fiberglass composites, including resins, fiberglass accessories, gel coats, adhesives & sealants",,5162,Plastic materials and basic shapes,424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers
"Consumer Care Products, LLC",43.149379,-88.307416,3,$1Mil-$2.5Mil,1978,"Special needs products, including mobility & positioning aids & attachable workstations",,3842,Surgical appliances and supplies,339113,Surgical Appliance and Supplies Manufacturing
Copy Center,42.589826,-87.819904,3,"under $500,000",1973,Commercial printing & electronic prepress,,2759,Printing-commercial,323120,Support Activities for Printing
Copy Master,43.208903,-87.924066,3,"under $500,000",1984,Offset printing & electronic prepress,,2752,Lithographic printing-commercial,323120,Support Activities for Printing
Copy Quik Corp.,43.182277,-88.120633,3,"under $500,000",1976,Commercial printing,,2759,Printing-commercial,323111,Commercial Printing (except Screen and Books)
"Coulee Region Log Homes, LLC",44.036378,-91.178559,3,"under $500,000",1981,Logs & hard-to-find components for log homes & custom building,,2411,Logging,113310,Logging
"Coulson Precision Tooling, Inc.",44.938295,-91.360973,3,$1Mil-$2Mil,1983,"Plastic profile extrusion dies & sizing equipment, including design, thermoforming dies & wire EDM",,3544,"Dies, tools, jigs and fixtures-special",333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
"Country Cabinets, LLC",44.32604,-88.163525,3,"under $500,000",1976,Wooden & laminated cabinets,,2434,Kitchen cabinets-wood,337110,Wood Kitchen Cabinet and Countertop Manufacturing
Country Quality Dairy,42.716091,-89.008496,3,"under $500,000",1969,"Distributor of dairy products, including cheeses & milk",,5143,"Dairy products, except dried or canned",424430,Dairy Product Merchant Wholesalers
"Country Technology, Inc.",43.323097,-90.83486,3,"under $500,000",1980,"Distributor of rehabilitation & health equipment, including scales, health monitoring equipment, exercise equipment & weights","Gulick II Tape Measure, First Step, Aerobics Metronome",5091,Sporting and recreational goods,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers
Country Wood Works Ltd.,44.633269,-89.312708,3,"under $500,000",1990,Wood mouldings,,2431,Millwork,321918,Other Millwork (including Flooring)
County Line Connection,43.723811,-90.591055,3,"under $500,000",1984,Newspaper publishing,,2711,Newspapers,323120,Support Activities for Printing
County Materials Corp.,43.9598,-91.264965,3,"$500,000-$1Mil",1966,Concrete block,,3271,Concrete block and brick,327331,Concrete Block and Brick Manufacturing
"Craftsmen United, Inc.",43.062719,-87.875181,3,"$500,000-$1Mil",1976,Millwork,,2421,"Sawmills and planing mills, general",321113,Sawmills
Creative Designs WR,44.387916,-89.819699,3,"under $500,000",2013,"Embroidery, heat transfer & screen printing of apparel & distributor of apparel, including t-shirts, bags, caps, jackets, sweatshirts, polo shirts & hoodies",,2395,Pleating and stitching,314999,All Other Miscellaneous Textile Product Mills
"Creative Identity, LLC",45.535998,-92.021346,3,"under $500,000",2010,Commercial & instant printing,,2759,Printing-commercial,323111,Commercial Printing (except Screen and Books)
Crescent Electric Supply Co.,44.956779,-89.630866,3,$10Mil,1976,"Distributor of electrical supplies, including wire, switches & cable",,5063,Electrical apparatus and equipment,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
"Crown Tool & Manufacturing Co., Inc.",42.995713,-88.26511,3,"under $500,000",1970,"Tools, dies, fixtures & wire EDM",,3544,"Dies, tools, jigs and fixtures-special",333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
"C-T Computers, LLC",43.912681,-88.038422,3,"under $500,000",2005,LAN & WAN computer network systems integration & computer repair services,,7373,Computer integrated systems design,541512,Computer Systems Design Services
Cumberland Advocate,45.533119,-92.021353,3,"under $500,000",1881,Print & online newspaper publishing,Cumberland Advocate,2711,Newspapers,513110,Newspaper Publishers
"Cummings Lumber Co., Inc.",45.648379,-92.468057,3,"under $500,000",1957,Lumber processing,,2421,"Sawmills and planing mills, general",321113,Sawmills
"Custom Covers & Awnings, LLC",45.890085,-89.672621,3,"under $500,000",1986,Boat interior restoration & canvas repair services,,3732,Boat building and repairing,314910,Textile Bag and Canvas Mills
Custom Patterns,42.741017,-88.982755,3,"under $500,000",1987,Dog beds,,2399,Textile products-fabricated,314110,Carpet and Rug Mills
"Custom Welding, Inc.",44.557555,-87.74452,3,"$500,000-$1Mil",1982,Metal fabrication,,3499,Metal products-fabricated,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing
Cutweld Corp.,43.121703,-88.09346,3,"$500,000-$1Mil",1973,"Steel fabrication, flame cutting & welding",,3312,Blast furnaces and steel mills,332312,Fabricated Structural Metal Manufacturing
"CYCOGS, LLC",43.251127,-89.89584,3,"under $500,000",2004,"Autonomous mobile robotics systems, manipulators, sensor platforms & mobility subsystems, including continuum manipulator robot arms, sensor scanning & fusion expansion platforms, motorized wheel assemblies & robotic mobility drives for wheelchairs",CYCOGS,3569,Machinery-general industrial,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process V"
Daco Jaw Co.,43.001676,-88.134801,3,"$600,000 (est)",1975,"Chuck jaws, workholding products & chucks",,3545,Machine tool accessories,333514,"Special Tool, Die, and Fixture Manufacturing"
"Datatech Wisconsin, LLC",44.488376,-88.065215,3,"$500,000-$1Mil",2003,Computer network integration & bookkeeping services,,7373,Computer integrated systems design,541512,Computer Systems Design Services
"Dave's Welding, LLC",43.02406,-87.955649,3,"under $500,000",1978,"Structural, sheet & plate metal fabrication & welding job shop",,3441,Structural metal-fabricated,332710,Machine Shops
"DCA Racing & Fabrication, Inc.",43.869533,-91.233537,3,"under $500,000",1989,Racing parts & chassis fabrication,,3711,Motor vehicles and car bodies,336120,Heavy Duty Truck Manufacturing
"Dentek Dental Studio, Inc.",44.502688,-87.983789,3,"under $500,000",1986,Dental prosthetics,Vitallium,3843,Dental equipment and supplies,339114,Dental Equipment and Supplies Manufacturing
"Detco, Inc. Of Plainfield",44.21386,-89.49234,3,"under $500,000",1989,"Steel, iron, aluminum & metal fabrication",,3312,Blast furnaces and steel mills,332323,Ornamental and Architectural Metal Work Manufacturing
"Distinctive Woods, LLC",45.901623,-89.399922,3,"$300,000 ",1951,"Solid wood doors, lumber, trim, squares, logs, siding & rustic furniture & cabins",,2426,Hardwood dimension and flooring mills,321113,Sawmills
"Dorsal, LLC",44.833056,-87.378459,3,"under $500,000",2000,"Custom cruising & racing sails & marine canvas, including dodgers, biminis, sail & winter covers, flybridge enclosures, awnings, porch curtains & interior & exterior boat upholstery","Door Sail, Dorsal, Dorsal Sails and Canvas",2394,Canvas and related products,314910,Textile Bag and Canvas Mills
"Dr. Register & Assocs., Inc.",42.55481,-89.822216,3,"under $500,000",1995,"Contract & private label oral supplements for dairy cows, including calcium & niacin supplements","Dr. Register Jumpstart, Nia Plus, CC Drench, Dr. Register Jumpstart Gel Tube, Nia Plus Gel Tube",2834,Pharmaceutical preparations,325412,Pharmaceutical Preparation Manufacturing
"Duck Creek Vineyard & Winery, LLC",44.397963,-87.871911,3,"$500,000 (est)",2013,"Honey wines, kombucha & spirits, including vodka, gin & whiskey",,2084,"Wines, brandy, and brandy spirits",312130,Wineries
"DYNA TECH Chemical Specialties, Inc.",43.203419,-88.175966,3,"under $500,000",1988,"Coolants, cleaners, rust inhibitors, defoamers & ozone equipment","DYNA COOL, DYNA CLEAN, DYNA GUARD, THE COOLANT MANAGER",2819,Chemicals-industrial inorganic,325180,Other Basic Inorganic Chemical Manufacturing
"E T S, Inc.",43.04964,-88.16931,3,"under $500,000",1980,Plastic assemblies for the agricultural industry,,3089,Plastic products,326199,All Other Plastics Product Manufacturing
Eagle Tool Co.,44.894551,-87.892937,3,$1Mil-$2.5Mil,1989,Steel broach bars,,3312,Blast furnaces and steel mills,331110,Iron and Steel Mills
"EDCO Food Products, Inc.",44.483591,-88.109175,3,"$900,000 (est)",1988,Pepper & pickle processing for the food manufacturing & foodservice industries,,2099,Food preparations,311942,Spice and Extract Manufacturing
"Electrical Assemblies, Inc.",42.743348,-87.799489,3,"$500,000-$1Mil",1983,Electric heat guns,,3699,Electrical equipment and supplies,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing
"Elite Custom Metal Finishing, Inc.",44.155212,-88.542072,3,"under $500,000",2004,"Metal finishing, polishing & grinding of stainless steel, brass & aluminum parts",,3471,Plating and polishing,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring"
"Emery Machine & Tool, Inc.",43.115583,-88.524238,3,"under $500,000",1978,General machining job shop,,3599,Industrial machinery,332710,Machine Shops
Endeavor Press,43.023971,-88.030831,3,"under $500,000",1984,Commercial printing,,2759,Printing-commercial,323111,Commercial Printing (except Screen and Books)
Engineering Gear Systems Corp.,43.040615,-88.275607,3,"$500,000-$1Mil",1985,"Distributor of industrial gear drives of planetary, helical, bevel, bevel-helical & worm gear designs, all shaft configurations & unit mtg methods, metric & imperial dims, engineered & serviced for reliable performance","ROSSI, SMEi, PUJOL MUNTALA, SEISA, Tramec, TransTecno, STM, Motovario",5085,Industrial supplies,423840,Industrial Supplies Merchant Wholesalers
"Engines Service, Inc.",43.123019,-88.057704,3,"$500,000-$1Mil",1971,Rebuilt generators & engines,"BALDOR GEN, KOHLER ENG & GEN, ONAN ENG & GEN, POWER TECH GEN, MARTIN DIESEL GEN, EPS GEN, KUBOTA ENG & GEN, GPP GEN, HONDA",3519,Engines-internal combustion,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing
Episcope,43.574456,-90.634937,3,"under $500,000",1995,Commercial printing & electronic prepress,,2759,Printing-commercial,323120,Support Activities for Printing
"Equipment Concepts, Inc.",42.866078,-88.322069,3,"under $900,000",2002,"Distributor of new & pre-owned manual & CNC machine tools & tool room machines & supplies, including parts, accessories, VMCs, turning & 5-axis machining centers & service","Leadwell VMC Turning and 5 Axis, Acer Tool Room E-Mills, E-Lathes and Grinders, Cyclematic Precision HLV Lathes, DMTG CNC Machine Tools, Bridgeport, Cosen Saws, Wilton, Jet, J & L",5084,Industrial machinery and equipment,423830,Industrial Machinery and Equipment Merchant Wholesalers
"E-Science, Inc.",44.990799,-92.681486,3,$1Mil-$2.5Mil,1994,Epitaxial reactor components for MOCVD & MBE deposition reactors,,3674,Semiconductors and related devices,334413,Semiconductor and Related Device Manufacturing
